product_ID,product_type,product_name,psize,colour,invoice_no,customer_id,gender,age,quantity,price,payment_method,invoice_date,shopping_mall,clickstream_data,,Label
10.42.0.1-10.42.0.42-53-56064-17,Jacket,Coach,XS,red,I249223,C188064,Female,44,2,600.16,Cash,31-01-21,Mall of Istanbul,"A red coloured, XS sized, Coach Jacket",,0
10.42.0.42-123.125.29.220-48906-80-6,Jacket,Coach,S,red,I258001,C293329,Female,61,4,162.64,Credit Card,25-11-21,Kanyon,"A red coloured, S sized, Coach Jacket",,1
10.42.0.1-10.42.0.42-53-60877-17,Jacket,Coach,M,red,I231029,C113739,Male,38,4,1200.32,Cash,18-01-23,Istinye Park,"A red coloured, M sized, Coach Jacket",,1
10.42.0.1-10.42.0.42-53-60565-17,Jacket,Coach,L,red,I163202,C836254,Female,66,3,900.24,Credit Card,15-03-21,Mall of Istanbul,"A red coloured, L sized, Coach Jacket",,0
10.42.0.211-23.21.95.195-55006-443-6,Jacket,Coach,XL,red,I169427,C245894,Female,53,5,1500.4,Cash,03-12-22,Forum Istanbul,"A red coloured, XL sized, Coach Jacket",,0
192.229.163.180-10.42.0.211-443-40944-6,Jacket,Coach,XS,orange,I737161,C144894,Female,21,4,20.92,Credit Card,24-04-22,Mall of Istanbul,"A orange coloured, XS sized, Coach Jacket",,1
198.105.244.11-10.42.0.151-80-57407-6,Jacket,Coach,S,orange,I225327,C190794,Male,61,2,81.32,Cash,19-08-22,Cevahir AVM,"A orange coloured, S sized, Coach Jacket",,0
10.42.0.151-10.42.0.1-35843-53-17,Jacket,Coach,M,orange,I159355,C142508,Female,32,4,20.92,Debit Card,28-11-21,Metropol AVM,"A orange coloured, M sized, Coach Jacket",,0
10.42.0.1-10.42.0.42-53-12203-17,Jacket,Coach,L,orange,I280408,C135555,Female,46,1,300.08,Cash,14-06-21,Viaport Outlet,"A orange coloured, L sized, Coach Jacket",,0
202.77.129.150-10.42.0.42-80-38918-6,Jacket,Coach,XL,orange,I323785,C501563,Male,25,2,71.68,Cash,08-01-21,Kanyon,"A orange coloured, XL sized, Coach Jacket",,0
10.42.0.151-103.7.30.118-43282-80-6,Jacket,Coach,XS,yellow,I257286,C152590,Female,49,1,40.66,Credit Card,12-05-21,Mall of Istanbul,"A yellow coloured, XS sized, Coach Jacket",,0
10.42.0.211-10.42.0.1-34797-53-17,Jacket,Coach,S,yellow,I331405,C772839,Female,26,3,900.24,Cash,02-11-22,Kanyon,"A yellow coloured, S sized, Coach Jacket",,0
172.217.12.141-10.42.0.151-443-59741-6,Jacket,Coach,M,yellow,I306957,C623421,Female,40,2,600.16,Credit Card,17-09-22,Cevahir AVM,"A yellow coloured, M sized, Coach Jacket",,0
172.217.12.170-10.42.0.42-443-57220-6,Jacket,Coach,L,yellow,I147079,C222949,Female,20,4,1200.32,Credit Card,01-05-22,Metropol AVM,"A yellow coloured, L sized, Coach Jacket",,1
10.42.0.151-61.160.149.70-58833-15100-6,Jacket,Coach,XL,yellow,I829259,C133451,Female,38,4,162.64,Cash,17-11-22,Viaport Outlet,"A yellow coloured, XL sized, Coach Jacket",,0
172.217.10.131-10.42.0.211-443-45714-6,Jacket,Coach,XS,green,I296251,C195342,Female,63,2,81.32,Cash,17-06-22,Metrocity,"A green coloured, XS sized, Coach Jacket",,1
173.194.204.188-10.42.0.151-5228-59469-6,Jacket,Coach,S,green,I808238,C336400,Male,25,2,1200.34,Credit Card,14-07-22,Mall of Istanbul,"A green coloured, S sized, Coach Jacket",,0
171.84.4.11-10.42.0.211-80-48070-6,Jacket,Coach,M,green,I891465,C175833,Female,19,1,300.08,Cash,21-07-22,Metrocity,"A green coloured, M sized, Coach Jacket",,0
10.42.0.211-10.42.0.1-10294-53-17,Jacket,Coach,L,green,I563052,C246602,Female,53,4,162.64,Cash,28-07-21,Metrocity,"A green coloured, L sized, Coach Jacket",,1
207.253.122.41-10.42.0.42-80-37747-6,Jacket,Coach,XL,green,I130443,C329003,Female,51,1,600.17,Cash,08-06-21,Istinye Park,"A green coloured, XL sized, Coach Jacket",,1
10.42.0.211-52.84.26.207-42465-443-6,Jacket,Coach,XS,blue,I241690,C270340,Male,56,2,23.46,Credit Card,14-06-22,Kanyon,"A blue coloured, XS sized, Coach Jacket",,1
172.217.10.142-10.42.0.151-443-45608-6,Jacket,Coach,S,blue,I643231,C330141,Male,29,4,143.36,Cash,03-02-21,Kanyon,"A blue coloured, S sized, Coach Jacket",,1
172.217.3.110-10.42.0.151-443-56860-6,Jacket,Coach,M,blue,I295337,C121707,Female,20,4,2400.68,Debit Card,05-08-22,Mall of Istanbul,"A blue coloured, M sized, Coach Jacket",,1
10.42.0.211-10.42.0.1-20201-53-17,Jacket,Coach,L,blue,I265980,C112452,Female,35,1,15.15,Credit Card,01-04-22,Forum Istanbul,"A blue coloured, L sized, Coach Jacket",,0
10.42.0.211-104.91.221.98-58941-443-6,Jacket,Coach,XL,blue,I293153,C269710,Female,62,2,10.46,Cash,10-11-22,Metropol AVM,"A blue coloured, XL sized, Coach Jacket",,0
216.58.219.234-10.42.0.151-443-46895-6,Jacket,Coach,XS,indigo,I193148,C297610,Female,32,4,1200.32,Cash,11-02-23,Cevahir AVM,"A indigo coloured, XS sized, Coach Jacket",,1
172.217.10.10-10.42.0.211-443-33010-6,Jacket,Coach,S,indigo,I318625,C319935,Male,48,5,5250,Cash,26-02-23,Zorlu Center,"A indigo coloured, S sized, Coach Jacket",,0
172.217.11.14-10.42.0.211-443-51395-6,Jacket,Coach,M,indigo,I142245,C785507,Male,43,3,121.98,Debit Card,01-12-22,Zorlu Center,"A indigo coloured, M sized, Coach Jacket",,0
10.42.0.211-23.194.141.200-51111-443-6,Jacket,Coach,L,indigo,I205906,C217834,Female,57,4,1200.32,Credit Card,04-02-21,Kanyon,"A indigo coloured, L sized, Coach Jacket",,0
172.217.8.4-10.42.0.42-443-35996-6,Jacket,Coach,XL,indigo,I277462,C709370,Male,33,2,600.16,Cash,22-09-21,Metrocity,"A indigo coloured, XL sized, Coach Jacket",,1
10.42.0.211-52.84.6.107-50545-443-6,Jacket,Coach,XS,violet,I753100,C216369,Female,49,1,5.23,Cash,05-03-21,Emaar Square Mall,"A violet coloured, XS sized, Coach Jacket",,0
172.217.11.1-10.42.0.42-443-36314-6,Jacket,Coach,S,violet,I610847,C322689,Female,29,4,1200.32,Cash,06-02-23,Metrocity,"A violet coloured, S sized, Coach Jacket",,1
172.217.3.106-10.42.0.211-443-34968-6,Jacket,Coach,M,violet,I295181,C146203,Female,43,2,10.46,Credit Card,17-11-22,Metrocity,"A violet coloured, M sized, Coach Jacket",,1
180.76.182.155-10.42.0.211-80-52351-6,Jacket,Coach,L,violet,I198308,C611809,Female,36,5,26.15,Credit Card,11-10-21,Metrocity,"A violet coloured, L sized, Coach Jacket",,1
10.42.0.42-112.80.248.187-35643-80-6,Jacket,Coach,XL,violet,I180570,C210236,Female,59,5,3000.85,Cash,06-03-21,Metrocity,"A violet coloured, XL sized, Coach Jacket",,1
10.42.0.211-123.59.190.237-48848-80-6,Jacket,Parka,XS,red,I260475,C297118,Female,31,5,1500.4,Credit Card,17-03-22,Mall of Istanbul,"A red coloured, XS sized, Parka Jacket",,1
172.217.10.234-10.42.0.151-443-44188-6,Jacket,Parka,S,red,I251024,C180586,Female,51,2,10.46,Debit Card,09-02-21,Mall of Istanbul,"A red coloured, S sized, Parka Jacket",,0
10.42.0.211-10.42.0.1-52551-53-17,Jacket,Parka,M,red,I302151,C314705,Male,27,4,4200,Cash,15-03-21,Kanyon,"A red coloured, M sized, Parka Jacket",,0
172.217.11.14-10.42.0.151-443-44011-6,Jacket,Parka,L,red,I145917,C272419,Female,62,5,203.3,Credit Card,01-02-23,Forum Istanbul,"A red coloured, L sized, Parka Jacket",,0
10.42.0.42-64.71.142.120-38940-443-6,Jacket,Parka,XL,red,I254721,C282520,Male,44,5,1500.4,Debit Card,27-09-21,Kanyon,"A red coloured, XL sized, Parka Jacket",,0
10.42.0.211-52.84.134.65-41276-443-6,Jacket,Parka,XS,orange,I103120,C319624,Female,18,4,2400.68,Debit Card,20-02-22,Mall of Istanbul,"A orange coloured, XS sized, Parka Jacket",,0
209.10.120.26-10.42.0.211-80-56618-6,Jacket,Parka,S,orange,I173288,C264687,Female,52,5,26.15,Credit Card,25-01-23,Metrocity,"A orange coloured, S sized, Parka Jacket",,1
10.42.0.211-77.234.42.92-56279-443-6,Jacket,Parka,M,orange,I279088,C140543,Male,60,3,3150,Credit Card,30-07-21,Metrocity,"A orange coloured, M sized, Parka Jacket",,0
172.217.12.170-10.42.0.151-443-57137-6,Jacket,Parka,L,orange,I190414,C339391,Female,34,3,15.69,Debit Card,18-04-21,Forum Istanbul,"A orange coloured, L sized, Parka Jacket",,1
172.217.6.193-10.42.0.211-443-32935-6,Jacket,Parka,XL,orange,I613381,C285587,Male,47,1,300.08,Cash,08-02-21,Mall of Istanbul,"A orange coloured, XL sized, Parka Jacket",,1
172.217.11.35-10.42.0.42-443-51090-6,Jacket,Parka,XS,yellow,I107697,C137134,Female,58,1,35.84,Cash,18-08-22,Istinye Park,"A yellow coloured, XS sized, Parka Jacket",,0
203.205.158.63-10.42.0.151-80-51961-6,Jacket,Parka,S,yellow,I193600,C103896,Female,51,4,1200.32,Credit Card,10-09-21,Istinye Park,"A yellow coloured, S sized, Parka Jacket",,1
172.217.12.138-10.42.0.151-443-33076-6,Jacket,Parka,M,yellow,I165090,C315479,Female,32,3,900.24,Debit Card,27-07-21,Forum Istanbul,"A yellow coloured, M sized, Parka Jacket",,0
172.217.10.33-10.42.0.151-443-34082-6,Jacket,Parka,L,yellow,I260728,C181912,Female,23,5,179.2,Credit Card,03-04-21,Kanyon,"A yellow coloured, L sized, Parka Jacket",,0
191.239.8.125-10.42.0.211-443-60860-6,Jacket,Parka,XL,yellow,I164219,C335107,Female,38,4,143.36,Cash,03-06-21,Cevahir AVM,"A yellow coloured, XL sized, Parka Jacket",,0
10.42.0.211-31.13.80.12-48251-443-6,Jacket,Parka,XS,green,I318282,C121510,Male,63,2,23.46,Credit Card,12-01-21,Metrocity,"A green coloured, XS sized, Parka Jacket",,1
180.163.255.159-10.42.0.211-80-34980-6,Jacket,Parka,S,green,I212598,C477489,Female,50,3,15.69,Cash,07-01-21,Forum Istanbul,"A green coloured, S sized, Parka Jacket",,0
8.0.6.4-8.6.0.1-0-0-0,Jacket,Parka,M,green,I212833,C331382,Male,64,2,81.32,Cash,29-04-21,Metrocity,"A green coloured, M sized, Parka Jacket",,1
172.217.11.3-10.42.0.211-80-37044-6,Jacket,Parka,L,green,I326146,C554087,Male,51,2,600.16,Cash,01-07-21,Metropol AVM,"A green coloured, L sized, Parka Jacket",,0
172.217.6.234-10.42.0.211-443-35080-6,Jacket,Parka,XL,green,I169684,C226252,Male,21,1,5.23,Debit Card,28-07-21,Zorlu Center,"A green coloured, XL sized, Parka Jacket",,1
172.217.12.202-10.42.0.211-443-47343-6,Jacket,Parka,XS,blue,I462436,C227695,Female,20,3,121.98,Cash,09-09-21,Cevahir AVM,"A blue coloured, XS sized, Parka Jacket",,1
10.42.0.151-10.42.0.1-11129-53-17,Jacket,Parka,S,blue,I940151,C246136,Male,34,3,15.69,Credit Card,20-09-21,Mall of Istanbul,"A blue coloured, S sized, Parka Jacket",,0
172.217.11.14-10.42.0.151-443-47025-6,Jacket,Parka,M,blue,I210603,C170928,Female,26,4,162.64,Debit Card,16-07-21,Istinye Park,"A blue coloured, M sized, Parka Jacket",,0
10.42.0.211-117.121.27.11-47408-80-6,Jacket,Parka,L,blue,I174942,C200317,Female,19,3,900.24,Credit Card,23-01-23,Kanyon,"A blue coloured, L sized, Parka Jacket",,0
162.208.22.39-10.42.0.211-443-53157-6,Jacket,Parka,XL,blue,I163206,C192979,Female,47,3,15.69,Credit Card,26-06-21,Mall of Istanbul,"A blue coloured, XL sized, Parka Jacket",,0
10.42.0.1-10.42.0.42-53-64553-17,Jacket,Parka,XS,indigo,I266121,C198568,Male,47,4,1200.32,Cash,05-01-22,Kanyon,"A indigo coloured, XS sized, Parka Jacket",,1
10.42.0.211-10.42.0.1-64677-53-17,Jacket,Parka,S,indigo,I454912,C251518,Female,56,2,71.68,Credit Card,04-12-22,Metropol AVM,"A indigo coloured, S sized, Parka Jacket",,0
203.90.242.126-10.42.0.211-443-60594-6,Jacket,Parka,M,indigo,I831916,C215210,Male,42,5,1500.4,Debit Card,24-09-21,Mall of Istanbul,"A indigo coloured, M sized, Parka Jacket",,0
10.42.0.151-52.88.110.117-47506-443-6,Jacket,Parka,L,indigo,I180372,C271571,Male,49,5,58.65,Cash,13-09-22,Forum Istanbul,"A indigo coloured, L sized, Parka Jacket",,0
10.42.0.211-64.71.142.124-36265-443-6,Jacket,Parka,XL,indigo,I466698,C303444,Female,51,3,1800.51,Debit Card,24-02-23,Kanyon,"A indigo coloured, XL sized, Parka Jacket",,0
216.58.219.200-10.42.0.42-443-54681-6,Jacket,Parka,XS,violet,I119678,C506925,Female,41,4,4200,Cash,04-03-21,Emaar Square Mall,"A violet coloured, XS sized, Parka Jacket",,1
202.102.68.102-10.42.0.211-80-48237-6,Jacket,Parka,S,violet,I296369,C294604,Male,27,1,5.23,Cash,24-02-21,Kanyon,"A violet coloured, S sized, Parka Jacket",,1
140.205.61.85-10.42.0.42-443-44827-6,Jacket,Parka,M,violet,I133116,C190939,Female,61,5,1500.4,Debit Card,02-12-21,Kanyon,"A violet coloured, M sized, Parka Jacket",,1
10.42.0.211-10.42.0.1-26091-53-17,Jacket,Parka,L,violet,I165625,C129849,Female,38,4,2400.68,Cash,30-10-22,Mall of Istanbul,"A violet coloured, L sized, Parka Jacket",,0
10.42.0.151-52.77.193.188-56586-80-6,Jacket,Parka,XL,violet,I333045,C235178,Male,42,1,300.08,Credit Card,09-12-22,Kanyon,"A violet coloured, XL sized, Parka Jacket",,0
172.217.3.99-10.42.0.211-443-39527-6,Jacket,Trench Coat,XS,red,I131869,C267843,Male,58,1,5.23,Debit Card,29-01-23,Kanyon,"A red coloured, XS sized, Trench Coat Jacket",,0
10.42.0.211-10.42.0.1-4167-53-17,Jacket,Trench Coat,S,red,I168101,C186861,Female,57,3,35.19,Cash,26-04-22,Forum Istanbul,"A red coloured, S sized, Trench Coat Jacket",,0
10.42.0.151-10.42.0.1-19320-53-17,Jacket,Trench Coat,M,red,I713258,C219983,Male,23,3,900.24,Cash,03-01-21,Kanyon,"A red coloured, M sized, Trench Coat Jacket",,0
211.236.244.151-10.42.0.211-80-60196-6,Jacket,Trench Coat,L,red,I144171,C250033,Female,62,1,300.08,Debit Card,20-04-22,Kanyon,"A red coloured, L sized, Trench Coat Jacket",,0
174.35.73.98-10.42.0.42-80-59509-6,Jacket,Trench Coat,XL,red,I191531,C506663,Male,31,3,1800.51,Cash,20-12-22,Metrocity,"A red coloured, XL sized, Trench Coat Jacket",,1
172.217.10.234-10.42.0.211-443-50197-6,Jacket,Trench Coat,XS,orange,I165583,C235482,Female,54,1,300.08,Credit Card,08-02-23,Metrocity,"A orange coloured, XS sized, Trench Coat Jacket",,0
180.149.138.210-10.42.0.211-80-36047-6,Jacket,Trench Coat,S,orange,I210803,C781893,Male,19,4,1200.32,Credit Card,17-09-22,Metrocity,"A orange coloured, S sized, Trench Coat Jacket",,1
10.42.0.42-66.231.239.96-34357-443-6,Jacket,Trench Coat,M,orange,I209258,C328444,Male,68,5,203.3,Cash,07-07-22,Metrocity,"A orange coloured, M sized, Trench Coat Jacket",,1
172.217.10.110-10.42.0.151-443-33527-6,Jacket,Trench Coat,L,orange,I169548,C307592,Male,44,5,1500.4,Credit Card,15-09-22,Mall of Istanbul,"A orange coloured, L sized, Trench Coat Jacket",,1
10.42.0.211-10.42.0.1-12637-53-17,Jacket,Trench Coat,XL,orange,I140693,C541983,Female,44,2,600.16,Credit Card,27-11-22,Cevahir AVM,"A orange coloured, XL sized, Trench Coat Jacket",,1
10.42.0.211-31.13.80.8-41035-443-6,Jacket,Trench Coat,XS,yellow,I172509,C283381,Female,29,3,1800.51,Cash,26-12-22,Mall of Istanbul,"A yellow coloured, XS sized, Trench Coat Jacket",,1
10.42.0.211-23.203.49.224-42376-443-6,Jacket,Trench Coat,S,yellow,I301205,C301099,Female,67,4,20.92,Credit Card,16-09-22,Kanyon,"A yellow coloured, S sized, Trench Coat Jacket",,0
10.42.0.42-23.206.125.17-39530-80-6,Jacket,Trench Coat,M,yellow,I338366,C246641,Female,28,5,3000.85,Debit Card,01-03-21,Viaport Outlet,"A yellow coloured, M sized, Trench Coat Jacket",,1
209.10.120.26-10.42.0.211-80-43401-6,Jacket,Trench Coat,L,yellow,I108742,C312617,Female,34,5,1500.4,Credit Card,28-04-21,Mall of Istanbul,"A yellow coloured, L sized, Trench Coat Jacket",,0
209.10.120.26-10.42.0.211-80-48313-6,Jacket,Trench Coat,XL,yellow,I261374,C204164,Male,45,2,71.68,Debit Card,23-04-21,Istinye Park,"A yellow coloured, XL sized, Trench Coat Jacket",,0
10.42.0.211-125.39.133.40-50942-80-6,Jacket,Trench Coat,XS,green,I860717,C259798,Female,55,2,600.16,Debit Card,10-10-21,Forum Istanbul,"A green coloured, XS sized, Trench Coat Jacket",,0
202.77.129.146-10.42.0.151-80-53749-6,Jacket,Trench Coat,S,green,I295440,C215336,Female,69,2,10.46,Debit Card,10-04-22,Mall of Istanbul,"A green coloured, S sized, Trench Coat Jacket",,1
172.217.9.234-10.42.0.211-443-47580-6,Jacket,Trench Coat,M,green,I273820,C339648,Male,30,4,20.92,Credit Card,02-12-22,Cevahir AVM,"A green coloured, M sized, Trench Coat Jacket",,0
219.142.78.162-10.42.0.211-443-56569-6,Jacket,Trench Coat,L,green,I279919,C290275,Female,38,2,600.16,Cash,27-08-22,Istinye Park,"A green coloured, L sized, Trench Coat Jacket",,1
172.217.6.202-10.42.0.211-443-51148-6,Jacket,Trench Coat,XL,green,I190006,C230120,Male,39,1,40.66,Debit Card,13-09-21,Metrocity,"A green coloured, XL sized, Trench Coat Jacket",,1
10.42.0.151-104.244.43.131-48464-443-6,Jacket,Trench Coat,XS,blue,I156252,C478733,Female,63,4,143.36,Debit Card,15-09-22,Viaport Outlet,"A blue coloured, XS sized, Trench Coat Jacket",,1
10.42.0.151-10.42.0.1-47078-53-17,Jacket,Trench Coat,S,blue,I183583,C201255,Male,49,1,40.66,Cash,11-06-22,Forum Istanbul,"A blue coloured, S sized, Trench Coat Jacket",,0
10.42.0.151-64.71.142.95-54484-80-6,Jacket,Trench Coat,M,blue,I258930,C289918,Female,66,4,2400.68,Credit Card,13-07-21,Istinye Park,"A blue coloured, M sized, Trench Coat Jacket",,1
10.42.0.211-103.7.30.118-39693-80-6,Jacket,Trench Coat,L,blue,I651105,C937123,Female,68,1,5.23,Cash,14-12-21,Mall of Istanbul,"A blue coloured, L sized, Trench Coat Jacket",,1
182.22.25.252-10.42.0.211-443-57334-6,Jacket,Trench Coat,XL,blue,I135098,C322924,Male,18,5,1500.4,Cash,09-09-22,Kanyon,"A blue coloured, XL sized, Trench Coat Jacket",,0
10.42.0.211-10.42.0.1-14252-53-17,Jacket,Trench Coat,XS,indigo,I187453,C690345,Female,42,3,1800.51,Cash,29-01-23,Metrocity,"A indigo coloured, XS sized, Trench Coat Jacket",,1
172.217.9.227-10.42.0.151-443-57037-6,Jacket,Trench Coat,S,indigo,I176625,C247049,Female,54,4,1200.32,Cash,05-07-22,Metropol AVM,"A indigo coloured, S sized, Trench Coat Jacket",,0
10.42.0.42-108.174.11.1-46924-80-6,Jacket,Trench Coat,M,indigo,I289516,C280253,Male,43,5,1500.4,Credit Card,04-11-21,Zorlu Center,"A indigo coloured, M sized, Trench Coat Jacket",,1
216.58.218.227-10.42.0.42-443-53472-6,Jacket,Trench Coat,L,indigo,I188382,C169477,Male,54,1,300.08,Cash,14-03-21,Emaar Square Mall,"A indigo coloured, L sized, Trench Coat Jacket",,0
10.42.0.151-66.231.239.122-55669-80-6,Jacket,Trench Coat,XL,indigo,I749173,C131819,Male,43,4,2400.68,Credit Card,23-07-22,Mall of Istanbul,"A indigo coloured, XL sized, Trench Coat Jacket",,0
206.126.112.142-10.42.0.42-443-40182-6,Jacket,Trench Coat,XS,violet,I752413,C442324,Male,44,3,900.24,Credit Card,13-10-21,Mall of Istanbul,"A violet coloured, XS sized, Trench Coat Jacket",,0
222.73.28.96-10.42.0.211-80-34340-6,Jacket,Trench Coat,S,violet,I254886,C114347,Male,36,2,2100,Debit Card,31-08-21,Mall of Istanbul,"A violet coloured, S sized, Trench Coat Jacket",,1
172.217.12.202-10.42.0.211-443-56089-6,Jacket,Trench Coat,M,violet,I323478,C216456,Female,41,2,10.46,Cash,24-11-22,Metrocity,"A violet coloured, M sized, Trench Coat Jacket",,1
10.42.0.211-50.18.248.150-44570-443-6,Jacket,Trench Coat,L,violet,I178637,C152833,Female,45,1,300.08,Credit Card,04-05-21,Emaar Square Mall,"A violet coloured, L sized, Trench Coat Jacket",,0
222.73.28.96-10.42.0.211-80-40297-6,Jacket,Trench Coat,XL,violet,I840591,C171160,Female,41,2,600.16,Cash,20-06-21,Cevahir AVM,"A violet coloured, XL sized, Trench Coat Jacket",,1
10.42.0.211-10.42.0.1-27846-53-17,Jacket,Peacoat,XS,red,I251184,C259884,Male,58,5,203.3,Credit Card,03-12-21,Metrocity,"A red coloured, XS sized, Peacoat Jacket",,1
208.80.154.224-10.42.0.211-443-52108-6,Jacket,Peacoat,S,red,I929854,C114606,Female,34,1,600.17,Debit Card,04-01-23,Metropol AVM,"A red coloured, S sized, Peacoat Jacket",,1
172.217.7.131-10.42.0.211-443-58307-6,Jacket,Peacoat,M,red,I274883,C216025,Female,67,1,5.23,Cash,01-03-22,Viaport Outlet,"A red coloured, M sized, Peacoat Jacket",,1
10.42.0.211-10.42.0.1-46499-53-17,Jacket,Peacoat,L,red,I338411,C884264,Male,60,5,75.75,Credit Card,17-01-23,Mall of Istanbul,"A red coloured, L sized, Peacoat Jacket",,0
10.42.0.211-31.13.69.203-33971-443-6,Jacket,Peacoat,XL,red,I301433,C697667,Female,31,5,1500.4,Cash,01-07-21,Istinye Park,"A red coloured, XL sized, Peacoat Jacket",,0
10.42.0.211-106.39.169.66-55302-80-6,Jacket,Peacoat,XS,orange,I218234,C136585,Female,52,3,107.52,Cash,28-02-23,Forum Istanbul,"A orange coloured, XS sized, Peacoat Jacket",,0
10.42.0.211-104.254.66.16-49826-80-6,Jacket,Peacoat,S,orange,I716822,C146582,Male,25,5,26.15,Credit Card,05-06-21,Mall of Istanbul,"A orange coloured, S sized, Peacoat Jacket",,1
10.42.0.211-121.12.98.62-45467-80-6,Jacket,Peacoat,M,orange,I174219,C129039,Female,22,4,1200.32,Cash,13-12-21,Kanyon,"A orange coloured, M sized, Peacoat Jacket",,0
202.77.129.150-10.42.0.211-80-42541-6,Jacket,Peacoat,L,orange,I278299,C183846,Female,34,3,15.69,Credit Card,14-03-22,Metropol AVM,"A orange coloured, L sized, Peacoat Jacket",,0
10.42.0.211-23.66.169.49-38100-80-6,Jacket,Peacoat,XL,orange,I267714,C297404,Male,30,4,1200.32,Cash,20-03-21,Kanyon,"A orange coloured, XL sized, Peacoat Jacket",,1
10.42.0.211-114.134.80.163-42432-443-6,Jacket,Peacoat,XS,yellow,I670822,C127819,Female,25,2,10.46,Credit Card,05-09-22,Kanyon,"A yellow coloured, XS sized, Peacoat Jacket",,1
10.42.0.151-10.42.0.1-16536-53-17,Jacket,Peacoat,S,yellow,I339508,C127718,Female,48,3,900.24,Cash,27-12-22,Emaar Square Mall,"A yellow coloured, S sized, Peacoat Jacket",,1
10.42.0.211-10.42.0.1-14106-53-17,Jacket,Peacoat,M,yellow,I268823,C230543,Male,30,1,300.08,Debit Card,08-02-23,Istinye Park,"A yellow coloured, M sized, Peacoat Jacket",,0
10.42.0.211-69.147.82.60-42840-443-6,Jacket,Peacoat,L,yellow,I217906,C302358,Female,30,3,900.24,Cash,27-06-21,Kanyon,"A yellow coloured, L sized, Peacoat Jacket",,1
10.42.0.151-104.193.88.109-40161-80-6,Jacket,Peacoat,XL,yellow,I846907,C105060,Female,36,5,1500.4,Cash,16-10-22,Istinye Park,"A yellow coloured, XL sized, Peacoat Jacket",,0
10.42.0.211-10.42.0.1-35779-53-17,Jacket,Peacoat,XS,green,I176751,C182606,Female,52,5,3000.85,Credit Card,26-09-21,Kanyon,"A green coloured, XS sized, Peacoat Jacket",,0
10.42.0.211-31.13.65.7-47421-443-6,Jacket,Peacoat,S,green,I325587,C295864,Male,33,1,5.23,Cash,28-07-21,Viaport Outlet,"A green coloured, S sized, Peacoat Jacket",,0
198.11.132.53-10.42.0.211-443-57572-6,Jacket,Peacoat,M,green,I112845,C323307,Male,69,5,203.3,Cash,13-10-21,Metrocity,"A green coloured, M sized, Peacoat Jacket",,1
10.42.0.211-98.138.252.30-54419-443-6,Jacket,Peacoat,L,green,I158003,C104350,Female,46,2,600.16,Cash,20-02-21,Metrocity,"A green coloured, L sized, Peacoat Jacket",,0
10.42.0.42-64.71.142.96-43862-80-6,Jacket,Peacoat,XL,green,I276368,C282281,Female,65,4,143.36,Debit Card,25-05-21,Kanyon,"A green coloured, XL sized, Peacoat Jacket",,0
10.42.0.211-103.7.30.118-39222-80-6,Jacket,Peacoat,XS,blue,I206246,C506887,Male,27,5,26.15,Cash,04-12-21,Kanyon,"A blue coloured, XS sized, Peacoat Jacket",,1
10.42.0.211-10.42.0.1-61415-53-17,Jacket,Peacoat,S,blue,I195587,C528686,Female,42,2,10.46,Cash,18-02-21,Kanyon,"A blue coloured, S sized, Peacoat Jacket",,0
175.100.207.231-10.42.0.151-80-43403-6,Jacket,Peacoat,M,blue,I213354,C157218,Female,56,5,5250,Credit Card,03-03-21,Kanyon,"A blue coloured, M sized, Peacoat Jacket",,1
10.42.0.211-104.193.88.109-42050-80-6,Jacket,Peacoat,L,blue,I583185,C172691,Female,68,5,203.3,Credit Card,25-08-21,Metropol AVM,"A blue coloured, L sized, Peacoat Jacket",,0
10.42.0.151-52.94.232.32-35215-443-6,Jacket,Peacoat,XL,blue,I236100,C330221,Male,64,3,15.69,Credit Card,18-09-21,Mall of Istanbul,"A blue coloured, XL sized, Peacoat Jacket",,1
172.217.10.238-10.42.0.151-443-57057-6,Jacket,Peacoat,XS,indigo,I298339,C336104,Male,59,1,5.23,Debit Card,12-06-21,Mall of Istanbul,"A indigo coloured, XS sized, Peacoat Jacket",,1
10.42.0.151-10.42.0.1-11302-53-17,Jacket,Peacoat,S,indigo,I280823,C807852,Female,68,3,3150,Credit Card,12-08-22,Istinye Park,"A indigo coloured, S sized, Peacoat Jacket",,1
169.45.248.117-10.42.0.211-443-34287-6,Jacket,Peacoat,M,indigo,I863565,C128312,Male,25,5,203.3,Cash,28-03-21,Viaport Outlet,"A indigo coloured, M sized, Peacoat Jacket",,1
183.79.250.123-10.42.0.211-443-33944-6,Jacket,Peacoat,L,indigo,I243784,C150950,Female,40,5,179.2,Credit Card,14-03-21,Kanyon,"A indigo coloured, L sized, Peacoat Jacket",,1
222.73.28.96-10.42.0.211-80-58698-6,Jacket,Peacoat,XL,indigo,I810580,C305706,Female,18,1,35.84,Debit Card,10-01-21,Kanyon,"A indigo coloured, XL sized, Peacoat Jacket",,0
180.149.134.221-10.42.0.211-80-34151-6,Jacket,Peacoat,XS,violet,I297768,C310310,Male,56,4,1200.32,Cash,06-11-21,Istinye Park,"A violet coloured, XS sized, Peacoat Jacket",,0
198.11.132.221-10.42.0.211-443-39993-6,Jacket,Peacoat,S,violet,I231514,C414958,Female,36,1,600.17,Cash,21-12-22,Emaar Square Mall,"A violet coloured, S sized, Peacoat Jacket",,0
